Date,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,conditions,description
2/12/2019,23.7,37.7,0,0,4.04,,16.8,55.10%,Partially cloudy,Partly cloudy throughout the day.
2/13/2019,29.8,45.5,0.12,0,2.15,41.5,25.5,79.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2/14/2019,38.7,50.5,0.09,4.99,5.32,46,26,69.10%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
2/15/2019,29.7,51.6,0.21,0.7,4.11,37.8,28.4,53.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
2/16/2019,28.7,36.6,0,0.45,3.36,,8.9,60.90%,Partially cloudy,Partly cloudy throughout the day.
2/17/2019,26.4,36.8,0.04,0.01,3.13,23,13.3,69.00%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
2/18/2019,22.8,32.8,0,0.72,3.74,28.9,18.9,65.40%,Partially cloudy,Partly cloudy throughout the day.
2/19/2019,22.4,26.4,0,3,6.75,,16.9,70.00%,Partially cloudy,Partly cloudy throughout the day.
2/20/2019,21.5,31.7,0,0,6.1,28.9,21.6,68.20%,Partially cloudy,Partly cloudy throughout the day.
2/21/2019,22.5,32.6,0,0.39,5.58,36.9,13.8,64.60%,Partially cloudy,Becoming cloudy in the afternoon.
2/22/2019,20.9,30.5,0.07,0.25,4.06,33.3,12.5,54.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.
2/23/2019,18.8,35.6,0,1.84,4.94,,14.8,50.70%,Partially cloudy,Partly cloudy throughout the day.
2/24/2019,26.8,45.6,0,0,4.61,33.9,22.5,67.80%,Partially cloudy,Partly cloudy throughout the day.
2/25/2019,38.6,52.7,0,0,3.4,36.8,25,64.20%,Partially cloudy,Partly cloudy throughout the day.
2/26/2019,46.5,55.9,0,1.84,3.94,36.8,24.9,71.00%,Partially cloudy,Partly cloudy throughout the day.
2/27/2019,42.5,51.1,0.02,0,2.62,29.8,18.2,58.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2/28/2019,42.2,55,0.04,0,1.97,,16.2,54.20%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
3/1/2019,33.9,48.5,0,0,1.97,,16.9,67.90%,Partially cloudy,Partly cloudy throughout the day.
3/2/2019,31.9,38.5,0.27,0.72,1.04,,14.2,77.40%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
3/3/2019,30.7,39.5,0.08,0.46,1.28,,10.6,77.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.
3/4/2019,28.1,41.8,0,1.42,1.55,,6.7,76.10%,Partially cloudy,Partly cloudy throughout the day.
3/5/2019,32,50.8,0,0.25,0.57,29.8,16.6,66.50%,Partially cloudy,Partly cloudy throughout the day.
3/6/2019,43.8,50.9,0.15,0,0.13,34.5,26.1,61.00%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
3/7/2019,37.1,50.6,0.29,1.97,1.97,33.3,17.4,64.00%,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.
3/8/2019,31.7,41.9,0.33,1.74,3.15,26.4,21.1,69.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
3/9/2019,29.5,41.9,0.01,0.36,1.98,,11.1,64.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.
3/10/2019,33,42.6,0.02,1.27,1.97,20.8,12.7,68.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.
3/11/2019,30.9,47.5,0,0,0.66,31.1,12.1,32.20%,Partially cloudy,Partly cloudy throughout the day.
3/12/2019,31.9,52.1,0.01,1.32,1.32,18.3,16.6,41.70%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
3/13/2019,28.9,38.9,0.27,0.79,2.11,36.8,23.8,78.80%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
3/14/2019,30.3,41.7,0.01,0,1.66,17.2,12.3,57.00%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
3/15/2019,27.7,45.7,0,1.91,2.07,,10,17.10%,Clear,Clear conditions throughout the day.
3/16/2019,28.9,50.8,0,1.08,1.57,,8.8,9.20%,Clear,Clear conditions throughout the day.
3/17/2019,31.9,55.6,0,0,0.52,,10.1,19.80%,Clear,Clear conditions throughout the day.
3/18/2019,34.8,56.5,0,0,0,18.3,12.6,41.10%,Partially cloudy,Partly cloudy throughout the day.
3/19/2019,33.8,56.6,0,0,0,27.7,13.2,17.90%,Clear,Clear conditions throughout the day.
3/20/2019,40.4,61.7,0,0,0,45,18.8,42.40%,Partially cloudy,Partly cloudy throughout the day.
3/21/2019,39.7,52.8,0.2,5.66,5.66,34.6,15.1,60.50%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.
3/22/2019,43.1,48.4,0.11,3.4,9.06,24.2,18.2,72.70%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
3/23/2019,42.8,53.7,0.03,0,3.02,20.8,10.4,75.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
3/24/2019,37.7,47.3,0.49,0,0,17.2,15.5,70.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
3/25/2019,33.9,60.7,0,0,0,18.3,11.3,40.30%,Partially cloudy,Partly cloudy throughout the day.
3/26/2019,47.7,65.6,0,0,0,25.3,19.6,58.30%,Partially cloudy,Partly cloudy throughout the day.
3/27/2019,48.5,65.6,0,0.74,0.74,34.4,24.8,57.00%,Partially cloudy,Partly cloudy throughout the day.
3/28/2019,33.1,59.6,0.5,2.31,2.04,40.3,27.6,61.20%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
3/29/2019,32,48.3,0.57,1.2,3.24,18.3,14.2,69.20%,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.
3/30/2019,36.9,49.9,0,2.25,2.48,,10.3,48.50%,Partially cloudy,Partly cloudy throughout the day.
3/31/2019,33.9,52,0,0,0.83,27.7,10.2,14.50%,Clear,Clear conditions throughout the day.
4/1/2019,36.8,57.6,0,0,0,25.3,9.4,55.70%,Partially cloudy,Partly cloudy throughout the day.
4/2/2019,46.8,53.5,0,0,0,31.1,23.1,66.10%,Partially cloudy,Partly cloudy throughout the day.
4/3/2019,44.7,56.4,0.32,0,0,,10,66.80%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
4/4/2019,43.9,65.6,0,0,0,24.1,17,51.00%,Partially cloudy,Partly cloudy throughout the day.
4/5/2019,51.6,64.5,0,0,0,28.9,18.7,61.50%,Partially cloudy,Partly cloudy throughout the day.
4/6/2019,43.8,56.5,0.18,0,0,23,15.9,59.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
4/7/2019,42.8,65.6,0,0,0,,18.8,51.00%,Partially cloudy,Partly cloudy throughout the day.
4/8/2019,46.9,69.7,0,0,0,,12.5,49.50%,Partially cloudy,Partly cloudy throughout the day.
4/9/2019,41.8,61.6,0.42,1.97,1.97,36.7,23.6,66.50%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
4/10/2019,35.7,46.7,0.15,1.18,3.15,39.1,30.5,71.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
4/11/2019,38.6,48.4,0,0,1.84,,19.7,62.60%,Partially cloudy,Partly cloudy throughout the day.
4/12/2019,33.1,47.4,0.22,0,0.39,20.8,14.2,61.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
4/13/2019,34.8,52.8,0.09,0,0,27.7,16.9,53.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
4/14/2019,43.9,61.8,0,0,0,20.8,14.9,71.20%,Partially cloudy,Partly cloudy throughout the day.
4/15/2019,44.8,54.7,0.43,0,0,20.8,14.3,73.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
4/16/2019,41.9,51.2,0.49,0,0,20.8,14.5,63.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
4/17/2019,38,55.8,0,0,0,,10.1,44.80%,Partially cloudy,Partly cloudy throughout the day.
4/18/2019,42,63.8,0,0,0,,10.1,31.00%,Partially cloudy,Partly cloudy throughout the day.
4/19/2019,44.9,75.4,0,0,0,,10.3,27.10%,Partially cloudy,Partly cloudy throughout the day.
4/20/2019,55.8,74.2,0.01,0,0,36.5,18.8,53.80%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
4/21/2019,50.8,60.8,0.6,0,0,31.1,12.6,60.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
4/22/2019,48.5,61.7,0,0,0,21.9,15.4,52.50%,Partially cloudy,Partly cloudy throughout the day.
4/23/2019,44.7,65.5,0,0,0,19.7,13.8,25.80%,Partially cloudy,Partly cloudy throughout the day.
4/24/2019,48.5,70.8,0,0,0,32.2,14,34.50%,Partially cloudy,Partly cloudy throughout the day.
4/25/2019,50.8,72.7,0,0,0,,10.1,39.00%,Partially cloudy,Partly cloudy throughout the day.
4/26/2019,56.9,73.5,0.02,0,0,35.8,18.2,60.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
4/27/2019,42.8,69,0,0,0,18.3,11.1,22.90%,Partially cloudy,Partly cloudy throughout the day.
4/28/2019,45.9,56.7,0,0,0,31.1,22.6,49.60%,Partially cloudy,Partly cloudy throughout the day.
4/29/2019,39,62.3,0,0,0,23,15.6,55.20%,Partially cloudy,Partly cloudy throughout the day.
4/30/2019,37.1,52.1,0.37,0,0,21.8,19.4,62.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
5/1/2019,34.7,51.7,0.03,0,0,,10.6,46.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
5/2/2019,39.4,61.7,0,0,0,20.8,11.3,34.80%,Partially cloudy,Partly cloudy throughout the day.
5/3/2019,44.3,67.4,0,0,0,17.2,14.3,39.20%,Partially cloudy,Partly cloudy throughout the day.
5/4/2019,46.7,73.5,0,0,0,,13.5,34.50%,Partially cloudy,Partly cloudy throughout the day.
5/5/2019,54.7,75.2,0,0,0,34.4,18.4,43.70%,Partially cloudy,Partly cloudy throughout the day.
5/6/2019,52.7,76.3,0,0,0,45.6,22.2,43.00%,Partially cloudy,Partly cloudy throughout the day.
5/7/2019,49.9,62,0.19,0,0,35,24.4,54.70%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
5/8/2019,47.7,63.3,0,0,0,42.5,22.1,63.30%,Partially cloudy,Partly cloudy throughout the day.
5/9/2019,43.7,60.7,0,0,0,32.2,14.8,33.90%,Partially cloudy,Partly cloudy throughout the day.
5/10/2019,44.5,65.5,0,0,0,31.1,12.4,32.70%,Partially cloudy,Partly cloudy throughout the day.
5/11/2019,46.5,71.5,0,0,0,23,13.5,24.60%,Partially cloudy,Partly cloudy throughout the day.
5/12/2019,49.4,78.6,0,0,0,23,14.6,21.30%,Partially cloudy,Partly cloudy throughout the day.
5/13/2019,57.5,83.3,0,0,0,,16.6,30.10%,Partially cloudy,Clearing in the afternoon.
5/14/2019,60.4,81.6,0,0,0,35.9,16,48.90%,Partially cloudy,Partly cloudy throughout the day.
5/15/2019,63.9,80.5,0,0,0,35.5,25.1,50.00%,Partially cloudy,Partly cloudy throughout the day.
5/16/2019,52.4,75.4,0.2,0,0,46.5,26.7,62.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
5/17/2019,43.8,55.3,0.63,0,0,33.3,21.7,65.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
5/18/2019,42.9,56.7,0.39,0,0,19.7,10,62.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
5/19/2019,48.4,61.4,0,0,0,36.7,27.1,69.80%,Partially cloudy,Partly cloudy throughout the day.
5/20/2019,45.5,57.4,0,0,0,31.1,20.3,52.60%,Partially cloudy,Partly cloudy throughout the day.
5/21/2019,43.7,54.8,0.51,0,0,29.3,19.7,67.10%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
5/22/2019,42.8,53.5,0.32,0,0,33.3,11.3,72.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
5/23/2019,45.8,56.1,0.19,0,0,47.1,19.3,61.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
5/24/2019,45.9,60.3,0.07,0,0,23,12.6,64.80%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
5/25/2019,50.8,70.4,0,0,0,41.4,24.5,58.00%,Partially cloudy,Partly cloudy throughout the day.
5/26/2019,47.6,75.2,0,0,0,35.5,24.1,44.30%,Partially cloudy,Partly cloudy throughout the day.
5/27/2019,46.9,60.6,0.37,0,0,31.1,15.9,51.70%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
5/28/2019,48.7,62.5,0.46,0,0,18.3,9.5,57.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
5/29/2019,49.7,67.8,0.09,0,0,23,12.4,52.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
5/30/2019,50.8,74.7,0.08,0,0,32.1,20.6,51.00%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
5/31/2019,53.9,75.6,0.09,0,0,,11,55.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
6/1/2019,57.7,77.6,0,0,0,33.3,18.6,64.20%,Partially cloudy,Partly cloudy throughout the day.
6/2/2019,55.6,73.5,0,0,0,43.7,24.7,48.90%,Partially cloudy,Partly cloudy throughout the day.
6/3/2019,53.7,78.7,0,0,0,18.3,13.2,30.00%,Partially cloudy,Partly cloudy throughout the day.
6/4/2019,57.4,81.7,0,0,0,24.2,13.3,27.00%,Partially cloudy,Partly cloudy throughout the day.
6/5/2019,60.4,83.4,0,0,0,21.9,12.5,26.60%,Partially cloudy,Partly cloudy throughout the day.
6/6/2019,63.5,85.3,0.09,0,0,35,22.8,48.70%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
6/7/2019,50.6,80.5,0.01,0,0,46.9,36.5,55.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
6/8/2019,46.7,60.7,0,0,0,36.6,26.7,50.90%,Partially cloudy,Partly cloudy throughout the day.
6/9/2019,44.6,68.5,0,0,0,20.8,11.3,20.80%,Partially cloudy,Partly cloudy throughout the day.
6/10/2019,50.5,76.6,0,0,0,18.3,13.3,38.80%,Partially cloudy,Partly cloudy throughout the day.
6/11/2019,55.6,81.6,0,0,0,18.3,12.7,50.00%,Partially cloudy,Partly cloudy throughout the day.
6/12/2019,60.4,84.4,0,0,0,19.7,9,44.00%,Partially cloudy,Partly cloudy throughout the day.
6/13/2019,63.9,86.7,0.01,0,0,36.3,17.5,51.70%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
6/14/2019,62.5,81.4,0,0,0,,11,51.30%,Partially cloudy,Partly cloudy throughout the day.
6/15/2019,63.3,85.1,0,0,0,18.3,11.1,36.20%,Partially cloudy,Becoming cloudy in the afternoon.
6/16/2019,62.3,83.2,0,0,0,20.8,10.4,59.30%,Partially cloudy,Partly cloudy throughout the day.
6/17/2019,63.5,81.5,0,0,0,31.1,18.6,56.40%,Partially cloudy,Partly cloudy throughout the day.
6/18/2019,60.8,82.7,0.01,0,0,19.7,10.9,48.90%,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.
6/19/2019,63.4,85.6,0,0,0,29.8,17.3,43.50%,Partially cloudy,Partly cloudy throughout the day.
6/20/2019,57.4,80.5,0.03,0,0,36.6,23.6,52.00%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
6/21/2019,48.2,65.6,0,0,0,19.7,13.5,43.70%,Partially cloudy,Partly cloudy throughout the day.
6/22/2019,51,67.6,0,0,0,28.7,17.6,50.90%,Partially cloudy,Partly cloudy throughout the day.
6/23/2019,51.6,77.8,0,0,0,21.9,12.7,26.40%,Partially cloudy,Partly cloudy throughout the day.
6/24/2019,59.6,82.6,0,0,0,19.7,13.5,32.50%,Partially cloudy,Partly cloudy throughout the day.
6/25/2019,63.6,88.5,0,0,0,20.8,13.2,43.40%,Partially cloudy,Partly cloudy throughout the day.
6/26/2019,65,90.7,0,0,0,34.5,23.5,36.10%,Partially cloudy,Partly cloudy throughout the day.
6/27/2019,74.3,91.5,0,0,0,39.1,24.3,53.70%,Partially cloudy,Partly cloudy throughout the day.
6/28/2019,73,94.6,0,0,0,33.2,22.1,28.80%,Partially cloudy,Partly cloudy throughout the day.
6/29/2019,60.7,90.9,0,0,0,21.9,14.8,31.30%,Partially cloudy,Partly cloudy throughout the day.
6/30/2019,70.4,84.7,0.05,0,0,44.1,30.6,58.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
7/1/2019,66,91.7,0,0,0,23,13.7,21.00%,Partially cloudy,Partly cloudy throughout the day.
7/2/2019,71.8,94.7,0,0,0,28.9,19.5,38.20%,Partially cloudy,Partly cloudy throughout the day.
7/3/2019,65.3,88.4,0,0,0,30,17.4,38.10%,Partially cloudy,Partly cloudy throughout the day.
7/4/2019,59.7,80.5,0.09,0,0,45.2,22.5,45.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
7/5/2019,56.4,85.4,0.02,0,0,18.3,10.1,19.00%,Rain,Clear conditions throughout the day with early morning rain.
7/6/2019,63.7,91.5,0.04,0,0,41.8,12.3,41.10%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
7/7/2019,69.3,92.7,0,0,0,36.6,23.6,49.90%,Partially cloudy,Partly cloudy throughout the day.
7/8/2019,65.1,87.3,0,0,0,36.2,25.6,60.10%,Partially cloudy,Partly cloudy throughout the day.
7/9/2019,61.6,86.7,0,0,0,20.8,10.1,51.70%,Partially cloudy,Clearing in the afternoon.
7/10/2019,69.5,97.6,0,0,0,28.5,19,34.20%,Partially cloudy,Partly cloudy throughout the day.
7/11/2019,74.5,100.2,0,0,0,42.7,22.6,32.80%,Partially cloudy,Partly cloudy throughout the day.
7/12/2019,73.4,99.5,0,0,0,26.4,17.7,32.50%,Partially cloudy,Partly cloudy throughout the day.
7/13/2019,77.5,93.1,0.29,0,0,36.6,15.5,59.60%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
7/14/2019,68.7,97.5,0.03,0,0,26.1,15.8,41.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
7/15/2019,71.2,96.8,0,0,0,20.8,14.4,30.40%,Partially cloudy,Partly cloudy throughout the day.
7/16/2019,69.3,97.6,0,0,0,25.3,17.5,22.40%,Partially cloudy,Partly cloudy throughout the day.
7/17/2019,69,92.5,0,0,0,24.2,10.4,43.60%,Partially cloudy,Partly cloudy throughout the day.
7/18/2019,75.6,98.3,0,0,0,29.3,19.3,42.10%,Partially cloudy,Partly cloudy throughout the day.
7/19/2019,79.2,97.5,0,0,0,28.1,18.3,29.90%,Partially cloudy,Partly cloudy throughout the day.
7/20/2019,67.6,93.3,0,0,0,20.8,10.1,27.60%,Partially cloudy,Partly cloudy throughout the day.
7/21/2019,70.3,99.5,0,0,0,18.3,12.1,19.10%,Clear,Clear conditions throughout the day.
7/22/2019,74.3,101.4,0,0,0,26.4,13.6,28.30%,Partially cloudy,Partly cloudy throughout the day.
7/23/2019,79,99.6,0,0,0,29.8,17.7,43.00%,Partially cloudy,Partly cloudy throughout the day.
7/24/2019,77.7,93.3,0,0,0,19.7,12.2,51.10%,Partially cloudy,Partly cloudy throughout the day.
7/25/2019,71.6,91.5,0,0,0,,11.3,53.30%,Partially cloudy,Partly cloudy throughout the day.
7/26/2019,69.1,87.6,0.12,0,0,42.5,28.4,56.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
7/27/2019,69.7,86.7,0.14,0,0,19.7,13.3,49.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
7/28/2019,69.4,93.4,0,0,0,20.8,12.3,16.90%,Clear,Clear conditions throughout the day.
7/29/2019,74.3,100.5,0,0,0,23,12.9,57.90%,Partially cloudy,Partly cloudy throughout the day.
7/30/2019,71.1,99.9,0,0,0,,13.2,40.60%,Partially cloudy,Partly cloudy throughout the day.
7/31/2019,68.6,90.4,0.02,0,0,40.9,26.7,50.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
8/1/2019,64.6,91.4,0,0,0,16.1,10.1,33.50%,Partially cloudy,Partly cloudy throughout the day.
8/2/2019,69.6,96.6,0,0,0,26.4,10.3,36.60%,Partially cloudy,Partly cloudy throughout the day.
8/3/2019,77.8,96.3,0,0,0,41.5,22.7,60.50%,Partially cloudy,Partly cloudy throughout the day.
8/4/2019,71.7,96.5,0,0,0,24.2,16.6,52.70%,Partially cloudy,Partly cloudy throughout the day.
8/5/2019,74.4,97.6,0,0,0,35.8,16.5,34.90%,Partially cloudy,Partly cloudy throughout the day.
8/6/2019,77.5,101.4,0,0,0,25.3,14.9,38.20%,Partially cloudy,Partly cloudy throughout the day.
8/7/2019,75.1,89.2,0,0,0,19.7,14.6,45.60%,Partially cloudy,Partly cloudy throughout the day.
8/8/2019,64.5,77.7,0.31,0,0,32.2,14.8,51.10%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
8/9/2019,59.9,88.5,0.13,0,0,,7.8,29.60%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
8/10/2019,71.7,92.3,0,0,0,26.5,20.2,48.00%,Partially cloudy,Clearing in the afternoon.
8/11/2019,72.8,86.9,0,0,0,22.9,15.9,28.00%,Partially cloudy,Partly cloudy throughout the day.
8/12/2019,62.6,84.4,0,0,0,20.8,11.2,8.30%,Clear,Clear conditions throughout the day.
8/13/2019,64.4,91.6,0,0,0,24.2,10.2,11.80%,Clear,Clear conditions throughout the day.
8/14/2019,66.4,93.5,0,0,0,23,13.2,19.40%,Clear,Clear conditions throughout the day.
8/15/2019,67.4,94.5,0,0,0,21.9,14.1,15.20%,Clear,Clear conditions throughout the day.
8/16/2019,67.8,90.6,0,0,0,,12.3,31.30%,Partially cloudy,Partly cloudy throughout the day.
8/17/2019,66.3,89.5,0,0,0,24.2,10,27.70%,Partially cloudy,Clearing in the afternoon.
8/18/2019,62.8,94.6,0,0,0,,11.2,10.20%,Clear,Clear conditions throughout the day.
8/19/2019,72.9,96.6,0,0,0,35,21,23.80%,Partially cloudy,Partly cloudy throughout the day.
8/20/2019,70.7,96.7,0,0,0,27.6,17.9,28.40%,Partially cloudy,Partly cloudy throughout the day.
8/21/2019,66.3,97.5,0,0,0,27.7,10.3,26.20%,Partially cloudy,Partly cloudy throughout the day.
8/22/2019,72.8,90.7,0,0,0,,17.3,47.50%,Partially cloudy,Partly cloudy throughout the day.
8/23/2019,61.9,84.4,0,0,0,,12.9,28.90%,Partially cloudy,Partly cloudy throughout the day.
8/24/2019,64.4,93.3,0,0,0,27.7,12,26.10%,Partially cloudy,Partly cloudy throughout the day.
8/25/2019,73,92.6,0,0,0,23,14.5,14.30%,Clear,Clear conditions throughout the day.
8/26/2019,62,81.6,0,0,0,19.7,12.7,1.00%,Clear,Clear conditions throughout the day.
8/27/2019,58.6,86.7,0,0,0,21.9,8.2,0.00%,Clear,Clear conditions throughout the day.
8/28/2019,62.6,94.5,0,0,0,25.3,13.4,20.60%,Partially cloudy,Partly cloudy throughout the day.
8/29/2019,69.8,93.4,0,0,0,23,19.1,41.90%,Partially cloudy,Partly cloudy throughout the day.
8/30/2019,71.8,95.6,0,0,0,30,14.7,38.40%,Partially cloudy,Partly cloudy throughout the day.
8/31/2019,68.4,94.7,0,0,0,19.7,11.1,14.60%,Clear,Clear conditions throughout the day.
9/1/2019,70,98.6,0,0,0,23,13.6,6.10%,Clear,Clear conditions throughout the day.
9/2/2019,70.2,96.6,0,0,0,20.8,16,23.00%,Partially cloudy,Partly cloudy throughout the day.
9/3/2019,77.6,92.5,0.03,0,0,32.2,14,50.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
9/4/2019,69.7,96.4,0,0,0,35.4,20.2,37.40%,Partially cloudy,Partly cloudy throughout the day.
9/5/2019,71.7,94.5,0.07,0,0,32.4,13.6,48.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
9/6/2019,68,84.3,0.01,0,0,20.8,15.3,48.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
9/7/2019,63.7,86.7,0,0,0,17.2,12.2,46.60%,Partially cloudy,Partly cloudy throughout the day.
9/8/2019,62.5,76.8,0.16,0,0,31.1,16.8,61.10%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
9/9/2019,55.5,79.6,0,0,0,18.3,12.1,41.30%,Partially cloudy,Partly cloudy throughout the day.
9/10/2019,57.2,76.4,0.04,0,0,32.2,20.2,52.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
9/11/2019,51.1,62.6,0.73,0,0,37.8,18.9,55.80%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
9/12/2019,50.6,72.6,0,0,0,18.3,10.3,22.50%,Partially cloudy,Partly cloudy throughout the day.
9/13/2019,52.5,80.5,0,0,0,19.7,11.3,15.80%,Clear,Clear conditions throughout the day.
9/14/2019,56.7,88.6,0,0,0,24.2,10,15.30%,Clear,Clear conditions throughout the day.
9/15/2019,65.8,90.8,0,0,0,27.7,20,21.20%,Partially cloudy,Partly cloudy throughout the day.
9/16/2019,73.6,85.5,0,0,0,36.7,28.4,45.90%,Partially cloudy,Partly cloudy throughout the day.
9/17/2019,52.8,77.8,0.05,0,0,32.1,21.7,50.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
9/18/2019,50.8,81.8,0,0,0,33.2,21.9,18.00%,Clear,Clear conditions throughout the day.
9/19/2019,49.8,74.5,0,0,0,28.9,21.4,26.60%,Partially cloudy,Partly cloudy throughout the day.
9/20/2019,48.6,58.5,0.26,0,0,,12.2,67.60%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
9/21/2019,46.6,63.8,0,0,0,,11.1,34.00%,Partially cloudy,Partly cloudy throughout the day.
9/22/2019,46.4,73.6,0,0,0,19.7,10.2,1.00%,Clear,Clear conditions throughout the day.
9/23/2019,58.4,77.5,0,0,0,,13.7,28.60%,Partially cloudy,Partly cloudy throughout the day.
9/24/2019,52.6,74.4,0,0,0,,9.5,20.30%,Partially cloudy,Partly cloudy throughout the day.
9/25/2019,53.6,75.3,0,0,0,19.7,10.3,31.70%,Partially cloudy,Partly cloudy throughout the day.
9/26/2019,53.4,80.6,0,0,0,,10,23.80%,Partially cloudy,Partly cloudy throughout the day.
9/27/2019,61.2,71.4,0.01,0,0,,14.5,53.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
9/28/2019,49.7,62.5,0.02,0,0,33.3,24.4,68.10%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
9/29/2019,42.7,49.8,0.13,0,0,29.8,16.7,62.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
9/30/2019,38.6,57.6,0,0,0,19.7,16.7,36.00%,Partially cloudy,Partly cloudy throughout the day.
10/1/2019,38.5,57.4,0,0,0,,12.6,15.90%,Clear,Clear conditions throughout the day.
10/2/2019,44.5,57.4,0,0,0,19.7,15.5,35.30%,Partially cloudy,Partly cloudy throughout the day.
10/3/2019,39.6,67.5,0,0,0,20.8,15.9,11.40%,Clear,Clear conditions throughout the day.
